item_id,transaction_id,product_id,quantity,unit_price_at_sale,discount_applied
I0009017,T001718,P028,1,56.99,0.0
I0009018,T001719,P037,1,62.99,0.0
I0009019,T001719,P017,1,42.99,0.0
I0009020,T001719,P015,1,19.99,0.0
I0009021,T001719,P035,1,14.99,0.0
I0009022,T001719,P002,1,37.99,0.0
I0009023,T001720,P031,1,41.99,0.0
I0009024,T001720,P029,1,79.99,0.0
I0009025,T001720,P015,1,19.99,0.0
I0009026,T001721,P045,1,119.99,0.0
I0009027,T001722,P010,1,16.99,0.0
I0009028,T001722,P031,1,41.99,0.0
I0009029,T001722,P004,1,54.99,0.0
I0009030,T001722,P045,1,119.99,0.0
I0009031,T001722,P048,1,39.99,0.0
I0009032,T001722,P033,1,64.99,0.0
I0009033,T001722,P022,1,18.99,0.0
I0009034,T001722,P043,1,59.99,0.0
I0009035,T001722,P013,1,79.99,0.0
I0009036,T001722,P018,1,56.99,0.0
I0009037,T001723,P031,1,41.99,0.0
I0009038,T001723,P003,1,74.99,0.0
I0009039,T001724,P010,1,16.99,0.0
I0009040,T001724,P012,1,54.99,0.0
I0009041,T001724,P014,1,41.99,0.0
I0009042,T001725,P006,1,21.99,0.0
I0009043,T001725,P047,1,149.99,0.0
I0009044,T001725,P035,1,14.99,0.0
I0009045,T001725,P024,1,32.99,0.0
I0009046,T001726,P029,1,79.99,0.0
I0009047,T001726,P024,1,32.99,0.0
I0009048,T001726,P045,1,119.99,0.0
I0009049,T001727,P008,2,17.99,0.0
I0009050,T001727,P023,1,22.99,0.0
I0009051,T001728,P031,1,41.99,0.0
I0009052,T001728,P023,1,22.99,0.0
I0009053,T001729,P030,1,139.99,0.0
I0009054,T001729,P019,1,94.99,0.0
I0009055,T001729,P002,1,37.99,0.0
I0009056,T001729,P001,1,39.99,0.0
I0009057,T001729,P014,1,41.99,0.0
I0009058,T001729,P038,1,51.99,0.0
I0009059,T001730,P031,2,41.99,0.0
I0009060,T001730,P026,1,94.99,0.0
I0009061,T001730,P015,1,19.99,0.0
I0009062,T001730,P048,1,39.99,0.0
I0009063,T001730,P017,2,42.99,0.0
I0009064,T001730,P008,1,17.99,0.0
I0009065,T001731,P026,1,94.99,0.0
I0009066,T001731,P048,1,39.99,0.0
I0009067,T001731,P047,1,149.99,0.0
I0009068,T001731,P003,1,74.99,0.0
I0009069,T001731,P036,1,56.99,0.0
I0009070,T001732,P015,2,19.99,0.0
I0009071,T001732,P031,1,41.99,0.0
I0009072,T001732,P021,1,47.99,0.0
I0009073,T001733,P032,1,32.99,0.0
I0009074,T001733,P018,1,56.99,0.0
I0009075,T001733,P023,2,22.99,0.0
I0009076,T001733,P014,1,41.99,0.0
I0009077,T001733,P031,1,41.99,0.0
I0009078,T001734,P044,1,39.99,0.0
I0009079,T001734,P040,1,41.99,0.0
I0009080,T001734,P024,1,32.99,0.0
I0009081,T001735,P003,1,74.99,0.0
I0009082,T001735,P016,1,32.99,0.0
I0009083,T001736,P020,1,26.99,0.0
I0009084,T001736,P026,1,94.99,0.0
I0009085,T001737,P031,1,41.99,0.0
I0009086,T001737,P040,1,41.99,0.0
I0009087,T001737,P001,1,39.99,0.0
I0009088,T001737,P013,1,79.99,0.0
I0009089,T001737,P015,1,19.99,0.0
I0009090,T001738,P035,1,14.99,0.0
I0009091,T001738,P003,1,74.99,0.0
I0009092,T001738,P034,1,21.99,0.0
I0009093,T001738,P048,1,39.99,0.0
I0009094,T001738,P007,1,18.99,0.0
I0009095,T001738,P044,1,39.99,0.0
I0009096,T001738,P016,1,32.99,0.0
I0009097,T001739,P047,1,149.99,0.0
I0009098,T001739,P014,1,41.99,0.0
I0009099,T001739,P002,1,37.99,0.0
I0009100,T001739,P013,1,79.99,0.0
I0009101,T001739,P023,1,22.99,0.0
I0009102,T001739,P048,1,39.99,0.0
I0009103,T001740,P036,1,56.99,0.0
I0009104,T001740,P022,1,18.99,0.0
I0009105,T001740,P018,1,56.99,0.0
I0009106,T001740,P017,1,42.99,0.0
I0009107,T001740,P048,1,39.99,0.0
I0009108,T001740,P034,1,21.99,0.0
I0009109,T001740,P023,1,22.99,0.0
I0009110,T001740,P002,1,37.99,0.0
I0009111,T001741,P022,3,18.99,0.0
I0009112,T001741,P007,3,18.99,0.0
I0009113,T001741,P004,1,54.99,0.0
I0009114,T001741,P020,1,26.99,0.0
I0009115,T001741,P024,1,32.99,0.0
I0009116,T001741,P039,1,209.99,0.0
I0009117,T001741,P009,1,32.99,0.0
I0009118,T001742,P011,1,109.99,0.0
I0009119,T001742,P005,1,52.99,0.0
I0009120,T001742,P048,1,39.99,0.0
I0009121,T001742,P047,1,149.99,0.0
I0009122,T001742,P029,1,79.99,0.0
I0009123,T001742,P017,1,42.99,0.0
I0009124,T001742,P019,2,94.99,0.0
I0009125,T001742,P012,1,54.99,0.0
I0009126,T001742,P044,1,39.99,0.0
I0009127,T001742,P022,1,18.99,0.0
I0009128,T001743,P016,1,32.99,0.0
I0009129,T001744,P023,1,22.99,0.0
I0009130,T001744,P034,2,21.99,0.0
I0009131,T001744,P045,1,119.99,0.0
I0009132,T001745,P031,1,41.99,0.0
I0009133,T001745,P045,1,119.99,0.0
I0009134,T001745,P013,1,79.99,0.0
I0009135,T001746,P001,1,39.99,0.0
I0009136,T001746,P006,1,21.99,0.0
I0009137,T001747,P020,1,26.99,0.0
I0009138,T001747,P045,1,119.99,0.0
I0009139,T001747,P009,1,32.99,0.0
I0009140,T001747,P007,1,18.99,0.0
I0009141,T001747,P010,1,16.99,0.0
I0009142,T001748,P046,2,64.99,0.0
I0009143,T001748,P001,1,39.99,0.0
I0009144,T001748,P029,1,79.99,0.0
I0009145,T001748,P028,1,56.99,0.0
I0009146,T001748,P003,1,74.99,0.0
I0009147,T001748,P005,1,52.99,0.0
I0009148,T001748,P011,1,109.99,0.0
I0009149,T001748,P024,1,32.99,0.0
I0009150,T001749,P014,1,41.99,0.0
I0009151,T001749,P018,1,56.99,0.0
I0009152,T001749,P029,1,79.99,0.0
I0009153,T001749,P013,1,79.99,0.0
I0009154,T001749,P046,1,64.99,0.0
I0009155,T001749,P009,1,32.99,0.0
I0009156,T001749,P022,1,18.99,0.0
I0009157,T001749,P031,1,41.99,0.0
I0009158,T001749,P007,1,18.99,0.0
I0009159,T001749,P006,1,21.99,0.0
I0009160,T001749,P003,1,74.99,0.0
I0009161,T001749,P032,1,32.99,0.0
I0009162,T001750,P006,1,21.99,0.0
I0009163,T001750,P002,1,37.99,0.0
I0009164,T001750,P023,1,22.99,0.0
I0009165,T001750,P016,2,32.99,0.0
I0009166,T001750,P011,2,109.99,0.0
I0009167,T001751,P016,1,32.99,0.0
I0009168,T001751,P017,2,42.99,0.0
I0009169,T001751,P028,2,56.99,0.0
I0009170,T001751,P010,1,16.99,0.0
I0009171,T001751,P039,1,209.99,0.0
I0009172,T001751,P002,1,37.99,0.0
I0009173,T001751,P021,1,47.99,0.0
I0009174,T001751,P029,1,79.99,0.0
I0009175,T001751,P012,1,54.99,0.0
I0009176,T001751,P036,1,56.99,0.0
I0009177,T001751,P027,1,99.99,0.0
I0009178,T001752,P002,1,37.99,0.0
I0009179,T001752,P042,1,79.99,0.0
I0009180,T001752,P038,1,51.99,0.0
I0009181,T001752,P013,1,79.99,0.0
I0009182,T001753,P023,1,22.99,0.0
I0009183,T001753,P040,1,41.99,0.0
I0009184,T001753,P022,1,18.99,0.0
I0009185,T001753,P010,1,16.99,0.0
I0009186,T001754,P021,1,47.99,0.0
I0009187,T001754,P019,2,94.99,0.0
I0009188,T001754,P005,1,52.99,0.0
I0009189,T001754,P010,1,16.99,0.0
I0009190,T001754,P026,1,94.99,0.0
I0009191,T001754,P030,1,139.99,0.0
I0009192,T001755,P038,1,51.99,0.0
I0009193,T001755,P003,1,74.99,0.0
I0009194,T001755,P001,1,39.99,0.0
I0009195,T001755,P017,1,42.99,0.0
I0009196,T001755,P036,1,56.99,0.0
I0009197,T001756,P030,1,139.99,0.0
I0009198,T001756,P005,1,52.99,0.0
I0009199,T001756,P036,1,56.99,0.0
I0009200,T001756,P041,1,51.99,0.0
I0009201,T001756,P003,1,74.99,0.0
I0009202,T001756,P019,1,94.99,0.0
I0009203,T001756,P007,1,18.99,0.0
I0009204,T001756,P015,1,19.99,0.0
I0009205,T001757,P001,1,39.99,0.0
I0009206,T001757,P022,1,18.99,0.0
I0009207,T001758,P001,1,39.99,0.0
I0009208,T001758,P010,1,16.99,0.0
I0009209,T001758,P046,1,64.99,0.0
I0009210,T001759,P035,2,14.99,0.0
I0009211,T001759,P016,1,32.99,0.0
I0009212,T001759,P004,2,54.99,0.0
I0009213,T001759,P036,1,56.99,0.0
I0009214,T001759,P001,1,39.99,0.0
I0009215,T001759,P013,1,79.99,0.0
I0009216,T001759,P048,1,39.99,0.0
I0009217,T001759,P030,1,139.99,0.0
I0009218,T001760,P017,1,42.99,0.0
I0009219,T001760,P006,1,21.99,0.0
I0009220,T001760,P036,1,56.99,0.0
I0009221,T001760,P030,2,139.99,0.0
I0009222,T001760,P012,2,54.99,0.0
I0009223,T001760,P024,2,32.99,0.0
I0009224,T001760,P003,1,74.99,0.0
I0009225,T001760,P025,1,41.99,0.0
I0009226,T001760,P022,1,18.99,0.0
I0009227,T001760,P019,2,94.99,0.0
I0009228,T001760,P011,2,109.99,0.0
I0009229,T001760,P008,1,17.99,0.0
I0009230,T001760,P045,1,119.99,0.0
I0009231,T001761,P040,1,41.99,0.0
I0009232,T001761,P021,1,47.99,0.0
I0009233,T001761,P031,1,41.99,0.0
I0009234,T001761,P015,1,19.99,0.0
I0009235,T001761,P048,1,39.99,0.0
I0009236,T001761,P001,1,39.99,0.0
I0009237,T001761,P034,1,21.99,0.0
I0009238,T001761,P004,1,54.99,0.0
I0009239,T001761,P032,1,32.99,0.0
I0009240,T001761,P014,1,41.99,0.0
I0009241,T001761,P020,1,26.99,0.0
I0009242,T001761,P005,1,52.99,0.0
I0009243,T001761,P002,1,37.99,0.0
I0009244,T001761,P018,1,56.99,0.0
I0009245,T001762,P005,1,52.99,0.0
I0009246,T001762,P020,2,26.99,0.0
I0009247,T001762,P048,1,39.99,0.0
I0009248,T001762,P009,1,32.99,0.0
I0009249,T001762,P004,1,54.99,0.0
I0009250,T001762,P001,1,39.99,0.0
I0009251,T001762,P013,1,79.99,0.0
I0009252,T001762,P027,1,99.99,0.0
I0009253,T001762,P030,1,139.99,0.0
I0009254,T001763,P027,1,99.99,0.0
I0009255,T001763,P047,1,149.99,0.0
I0009256,T001763,P042,1,79.99,0.0
I0009257,T001763,P012,1,54.99,0.0
I0009258,T001763,P002,1,37.99,0.0
I0009259,T001763,P016,1,32.99,0.0
I0009260,T001763,P010,1,16.99,0.0
I0009261,T001763,P023,1,22.99,0.0
I0009262,T001763,P015,3,19.99,0.0
I0009263,T001763,P034,1,21.99,0.0
I0009264,T001763,P007,1,18.99,0.0
I0009265,T001764,P017,1,42.99,0.0
I0009266,T001764,P008,1,17.99,0.0
I0009267,T001765,P020,1,26.99,0.0
I0009268,T001765,P047,1,149.99,0.0
I0009269,T001765,P003,1,74.99,0.0
I0009270,T001766,P042,1,79.99,0.0
I0009271,T001766,P027,1,99.99,0.0
I0009272,T001766,P012,1,54.99,0.0
I0009273,T001766,P024,2,32.99,0.0
I0009274,T001766,P035,1,14.99,0.0
I0009275,T001766,P032,1,32.99,0.0
I0009276,T001766,P030,1,139.99,0.0
I0009277,T001767,P005,2,52.99,0.0
I0009278,T001767,P016,1,32.99,0.0
I0009279,T001767,P001,1,39.99,0.0
I0009280,T001767,P007,1,18.99,0.0
I0009281,T001767,P012,2,54.99,0.0
I0009282,T001767,P014,1,41.99,0.0
I0009283,T001767,P036,1,56.99,0.0
I0009284,T001767,P034,1,21.99,0.0
I0009285,T001767,P013,1,79.99,0.0
I0009286,T001767,P017,1,42.99,0.0
I0009287,T001768,P016,1,32.99,0.0
I0009288,T001769,P025,1,41.99,0.0
I0009289,T001769,P042,1,79.99,0.0
I0009290,T001769,P007,1,18.99,0.0
I0009291,T001770,P030,1,139.99,0.0
I0009292,T001770,P018,1,56.99,0.0
I0009293,T001770,P005,1,52.99,0.0
I0009294,T001770,P014,1,41.99,0.0
I0009295,T001770,P046,1,64.99,0.0
I0009296,T001770,P043,1,59.99,0.0
I0009297,T001770,P033,1,64.99,0.0
I0009298,T001770,P021,1,47.99,0.0
I0009299,T001771,P042,1,79.99,0.0
I0009300,T001771,P028,1,56.99,0.0
I0009301,T001771,P005,1,52.99,0.0
I0009302,T001771,P047,1,149.99,0.0
I0009303,T001771,P035,1,14.99,0.0
I0009304,T001771,P015,1,19.99,0.0
I0009305,T001771,P020,1,26.99,0.0
I0009306,T001771,P011,1,109.99,0.0
I0009307,T001771,P013,1,79.99,0.0
I0009308,T001771,P023,1,22.99,0.0
I0009309,T001771,P012,1,54.99,0.0
I0009310,T001771,P004,1,54.99,0.0
I0009311,T001772,P013,1,79.99,0.0
I0009312,T001773,P034,1,21.99,0.0
I0009313,T001774,P013,1,79.99,0.0
I0009314,T001774,P021,1,47.99,0.0
I0009315,T001774,P033,1,64.99,0.0
I0009316,T001774,P030,1,139.99,0.0
I0009317,T001774,P016,1,32.99,0.0
I0009318,T001775,P028,1,56.99,0.0
I0009319,T001775,P025,1,41.99,0.0
I0009320,T001775,P001,1,39.99,0.0
I0009321,T001775,P027,1,99.99,0.0
I0009322,T001775,P023,2,22.99,0.0
I0009323,T001775,P008,1,17.99,0.0
I0009324,T001775,P015,1,19.99,0.0
I0009325,T001775,P005,1,52.99,0.0
I0009326,T001775,P006,1,21.99,0.0
I0009327,T001776,P014,1,41.99,0.0
I0009328,T001776,P027,1,99.99,0.0
I0009329,T001776,P045,1,119.99,0.0
I0009330,T001776,P003,1,74.99,0.0
I0009331,T001776,P028,1,56.99,0.0
I0009332,T001776,P038,1,51.99,0.0
I0009333,T001777,P018,1,56.99,0.0
I0009334,T001777,P041,1,51.99,0.0
I0009335,T001777,P022,1,18.99,0.0
I0009336,T001777,P010,2,16.99,0.0
I0009337,T001777,P007,2,18.99,0.0
I0009338,T001777,P004,3,54.99,0.0
I0009339,T001777,P040,1,41.99,0.0
I0009340,T001777,P047,1,149.99,0.0
I0009341,T001778,P016,1,32.99,0.0
I0009342,T001778,P018,2,56.99,0.0
I0009343,T001778,P038,1,51.99,0.0
I0009344,T001778,P028,1,56.99,0.0
I0009345,T001778,P027,1,99.99,0.0
I0009346,T001778,P011,1,109.99,0.0
I0009347,T001778,P041,1,51.99,0.0
I0009348,T001779,P004,1,54.99,0.0
I0009349,T001779,P002,1,37.99,0.0
I0009350,T001779,P014,1,41.99,0.0
I0009351,T001779,P034,1,21.99,0.0
I0009352,T001779,P015,1,19.99,0.0
I0009353,T001780,P015,1,19.99,0.0
I0009354,T001780,P021,1,47.99,0.0
I0009355,T001780,P048,1,39.99,0.0
I0009356,T001780,P035,1,14.99,0.0
I0009357,T001780,P007,1,18.99,0.0
I0009358,T001781,P008,1,17.99,0.0
I0009359,T001781,P023,1,22.99,0.0
I0009360,T001781,P015,1,19.99,0.0
I0009361,T001782,P045,2,119.99,0.0
I0009362,T001782,P011,1,109.99,0.0
I0009363,T001782,P035,1,14.99,0.0
I0009364,T001782,P006,1,21.99,0.0
I0009365,T001782,P015,1,19.99,0.0
I0009366,T001782,P013,1,79.99,0.0
I0009367,T001782,P001,1,39.99,0.0
I0009368,T001782,P017,1,42.99,0.0
I0009369,T001782,P004,1,54.99,0.0
I0009370,T001783,P006,1,21.99,0.0
I0009371,T001783,P026,1,94.99,0.0
I0009372,T001783,P045,1,119.99,0.0
I0009373,T001783,P010,1,16.99,0.0
I0009374,T001784,P007,1,18.99,0.0
I0009375,T001784,P012,1,54.99,0.0
I0009376,T001785,P021,1,47.99,0.0
I0009377,T001785,P030,1,139.99,0.0
I0009378,T001785,P038,1,51.99,0.0
I0009379,T001786,P016,1,32.99,0.0
I0009380,T001786,P036,1,56.99,0.0
I0009381,T001786,P034,1,21.99,0.0
I0009382,T001787,P017,1,42.99,0.0
I0009383,T001787,P033,1,64.99,0.0
I0009384,T001787,P009,1,32.99,0.0
I0009385,T001787,P030,1,139.99,0.0
I0009386,T001787,P010,1,16.99,0.0
I0009387,T001787,P015,1,19.99,0.0
I0009388,T001787,P012,1,54.99,0.0
I0009389,T001787,P028,1,56.99,0.0
I0009390,T001787,P025,1,41.99,0.0
I0009391,T001787,P022,1,18.99,0.0
I0009392,T001787,P042,1,79.99,0.0
I0009393,T001788,P021,1,47.99,0.0
I0009394,T001788,P036,1,56.99,0.0
I0009395,T001788,P045,1,119.99,0.0
I0009396,T001788,P008,1,17.99,0.0
I0009397,T001788,P007,1,18.99,0.0
I0009398,T001788,P009,1,32.99,0.0
I0009399,T001788,P043,1,59.99,0.0
I0009400,T001788,P019,1,94.99,0.0
I0009401,T001789,P002,2,37.99,0.0
I0009402,T001789,P010,1,16.99,0.0
I0009403,T001789,P014,1,41.99,0.0
I0009404,T001789,P048,1,39.99,0.0
I0009405,T001789,P038,1,51.99,0.0
I0009406,T001789,P009,1,32.99,0.0
I0009407,T001789,P018,1,56.99,0.0
I0009408,T001790,P035,2,14.99,0.0
I0009409,T001790,P005,1,52.99,0.0
I0009410,T001790,P006,1,21.99,0.0
I0009411,T001790,P033,1,64.99,0.0
I0009412,T001790,P041,1,51.99,0.0
I0009413,T001790,P026,1,94.99,0.0
I0009414,T001790,P017,1,42.99,0.0
I0009415,T001790,P040,1,41.99,0.0
I0009416,T001791,P039,1,209.99,0.0
I0009417,T001792,P009,1,32.99,0.0
I0009418,T001792,P004,1,54.99,0.0
I0009419,T001792,P026,1,94.99,0.0
I0009420,T001793,P009,1,32.99,0.0
I0009421,T001793,P003,1,74.99,0.0
I0009422,T001793,P019,1,94.99,0.0
I0009423,T001793,P023,1,22.99,0.0
I0009424,T001793,P037,1,62.99,0.0
I0009425,T001793,P025,1,41.99,0.0
I0009426,T001793,P039,1,209.99,0.0
I0009427,T001793,P013,1,79.99,0.0
I0009428,T001794,P022,1,18.99,0.0
I0009429,T001794,P017,1,42.99,0.0
I0009430,T001794,P007,1,18.99,0.0
I0009431,T001794,P001,1,39.99,0.0
I0009432,T001794,P002,1,37.99,0.0
I0009433,T001794,P029,1,79.99,0.0
I0009434,T001794,P009,1,32.99,0.0
I0009435,T001794,P003,1,74.99,0.0
I0009436,T001794,P004,1,54.99,0.0
I0009437,T001795,P012,1,54.99,0.0
I0009438,T001795,P021,1,47.99,0.0
I0009439,T001795,P048,1,39.99,0.0
I0009440,T001795,P031,1,41.99,0.0
I0009441,T001795,P043,1,59.99,0.0
I0009442,T001795,P027,1,99.99,0.0
I0009443,T001795,P011,1,109.99,0.0
I0009444,T001795,P003,1,74.99,0.0
I0009445,T001796,P001,1,39.99,0.0
I0009446,T001797,P020,1,26.99,0.0
I0009447,T001798,P006,1,21.99,0.0
I0009448,T001798,P008,1,17.99,0.0
I0009449,T001798,P013,1,79.99,0.0
I0009450,T001798,P020,1,26.99,0.0
I0009451,T001798,P035,1,14.99,0.0
I0009452,T001798,P024,1,32.99,0.0
I0009453,T001798,P026,1,94.99,0.0
I0009454,T001799,P039,1,209.99,0.0
I0009455,T001799,P011,1,109.99,0.0
I0009456,T001799,P014,1,41.99,0.0
I0009457,T001799,P020,1,26.99,0.0
I0009458,T001800,P009,1,32.99,0.0
I0009459,T001800,P020,1,26.99,0.0
I0009460,T001800,P008,1,17.99,0.0
I0009461,T001801,P008,1,17.99,0.0
I0009462,T001801,P028,1,56.99,0.0
I0009463,T001801,P011,1,109.99,0.0
I0009464,T001801,P027,1,99.99,0.0
I0009465,T001801,P021,1,47.99,0.0
I0009466,T001801,P003,1,74.99,0.0
I0009467,T001801,P035,1,14.99,0.0
I0009468,T001802,P004,1,54.99,0.0
I0009469,T001802,P048,1,39.99,0.0
I0009470,T001803,P017,1,42.99,0.0
I0009471,T001803,P007,1,18.99,0.0
I0009472,T001803,P015,1,19.99,0.0
I0009473,T001803,P014,3,41.99,0.0
I0009474,T001803,P018,1,56.99,0.0
I0009475,T001803,P010,1,16.99,0.0
I0009476,T001803,P045,1,119.99,0.0
I0009477,T001803,P024,1,32.99,0.0
I0009478,T001803,P011,1,109.99,0.0
I0009479,T001804,P026,1,94.99,0.0
I0009480,T001804,P035,1,14.99,0.0
I0009481,T001804,P036,1,56.99,0.0
I0009482,T001804,P045,1,119.99,0.0
I0009483,T001805,P023,1,22.99,0.0
I0009484,T001805,P031,2,41.99,0.0
I0009485,T001805,P025,1,41.99,0.0
I0009486,T001805,P007,1,18.99,0.0
I0009487,T001805,P015,1,19.99,0.0
I0009488,T001805,P035,1,14.99,0.0
I0009489,T001805,P029,1,79.99,0.0
I0009490,T001805,P003,1,74.99,0.0
I0009491,T001805,P005,1,52.99,0.0
I0009492,T001805,P022,1,18.99,0.0
I0009493,T001805,P020,1,26.99,0.0
I0009494,T001806,P016,1,32.99,0.0
I0009495,T001806,P032,1,32.99,0.0
I0009496,T001806,P029,1,79.99,0.0
I0009497,T001806,P048,1,39.99,0.0
I0009498,T001807,P038,1,51.99,0.0
I0009499,T001807,P048,1,39.99,0.0
I0009500,T001807,P008,1,17.99,0.0
I0009501,T001807,P005,1,52.99,0.0
I0009502,T001807,P027,2,99.99,0.0
I0009503,T001807,P018,1,56.99,0.0
I0009504,T001807,P001,1,39.99,0.0
I0009505,T001807,P044,1,39.99,0.0
I0009506,T001808,P024,1,32.99,0.0
I0009507,T001808,P022,2,18.99,0.0
I0009508,T001808,P020,1,26.99,0.0
I0009509,T001808,P012,1,54.99,0.0
I0009510,T001808,P038,1,51.99,0.0
I0009511,T001808,P025,1,41.99,0.0
I0009512,T001808,P021,1,47.99,0.0
I0009513,T001808,P013,1,79.99,0.0
I0009514,T001808,P028,1,56.99,0.0
I0009515,T001808,P026,2,94.99,0.0
I0009516,T001809,P021,1,47.99,0.0
I0009517,T001809,P002,2,37.99,0.0
I0009518,T001809,P047,1,149.99,0.0
I0009519,T001809,P017,1,42.99,0.0
I0009520,T001810,P002,1,37.99,0.0
I0009521,T001810,P010,1,16.99,0.0
I0009522,T001810,P001,1,39.99,0.0
I0009523,T001811,P016,1,32.99,0.0
I0009524,T001811,P018,1,56.99,0.0
I0009525,T001812,P003,4,74.99,0.0
I0009526,T001813,P048,1,39.99,0.0
I0009527,T001813,P036,2,56.99,0.0
I0009528,T001813,P002,1,37.99,0.0
I0009529,T001813,P022,1,18.99,0.0
I0009530,T001813,P004,1,54.99,0.0
I0009531,T001813,P013,1,79.99,0.0
I0009532,T001813,P030,1,139.99,0.0
I0009533,T001813,P003,1,74.99,0.0
I0009534,T001813,P046,1,64.99,0.0
I0009535,T001813,P031,1,41.99,0.0
I0009536,T001814,P036,1,56.99,0.0
I0009537,T001814,P019,1,94.99,0.0
I0009538,T001814,P023,1,22.99,0.0
I0009539,T001814,P003,2,74.99,0.0
I0009540,T001814,P028,1,56.99,0.0
I0009541,T001814,P048,2,39.99,0.0
I0009542,T001814,P046,1,64.99,0.0
I0009543,T001815,P005,1,52.99,0.0
I0009544,T001815,P032,1,32.99,0.0
I0009545,T001815,P046,1,64.99,0.0
I0009546,T001815,P014,1,41.99,0.0
I0009547,T001816,P011,1,109.99,0.0
I0009548,T001817,P017,1,42.99,0.0
I0009549,T001817,P039,1,209.99,0.0
I0009550,T001817,P005,1,52.99,0.0
I0009551,T001817,P006,1,21.99,0.0
I0009552,T001817,P048,1,39.99,0.0
I0009553,T001818,P033,1,64.99,0.0
I0009554,T001818,P016,1,32.99,0.0
I0009555,T001818,P024,1,32.99,0.0
I0009556,T001818,P008,1,17.99,0.0
I0009557,T001818,P037,1,62.99,0.0
I0009558,T001818,P007,1,18.99,0.0
I0009559,T001818,P001,1,39.99,0.0
I0009560,T001818,P015,1,19.99,0.0
I0009561,T001818,P003,1,74.99,0.0
I0009562,T001818,P029,1,79.99,0.0
I0009563,T001818,P002,1,37.99,0.0
I0009564,T001819,P004,1,54.99,0.0
I0009565,T001819,P026,1,94.99,0.0
I0009566,T001820,P035,1,14.99,0.0
I0009567,T001820,P040,1,41.99,0.0
I0009568,T001820,P029,2,79.99,0.0
I0009569,T001820,P003,1,74.99,0.0
I0009570,T001820,P012,1,54.99,0.0
I0009571,T001820,P001,1,39.99,0.0
I0009572,T001820,P038,1,51.99,0.0
I0009573,T001821,P009,1,32.99,0.0
I0009574,T001821,P031,1,41.99,0.0
I0009575,T001821,P041,1,51.99,0.0
I0009576,T001821,P006,1,21.99,0.0
I0009577,T001821,P035,1,14.99,0.0
I0009578,T001821,P030,1,139.99,0.0
I0009579,T001822,P047,2,149.99,0.0
I0009580,T001822,P026,1,94.99,0.0
I0009581,T001822,P012,1,54.99,0.0
I0009582,T001822,P006,1,21.99,0.0
I0009583,T001822,P011,1,109.99,0.0
I0009584,T001822,P007,1,18.99,0.0
I0009585,T001822,P025,1,41.99,0.0
I0009586,T001822,P004,1,54.99,0.0
I0009587,T001822,P002,1,37.99,0.0
I0009588,T001823,P022,1,18.99,0.0
I0009589,T001823,P024,1,32.99,0.0
I0009590,T001823,P001,1,39.99,0.0
I0009591,T001823,P048,1,39.99,0.0
I0009592,T001823,P004,1,54.99,0.0
I0009593,T001823,P039,1,209.99,0.0
I0009594,T001824,P020,1,26.99,0.0
I0009595,T001824,P029,1,79.99,0.0
I0009596,T001824,P016,1,32.99,0.0
I0009597,T001824,P045,1,119.99,0.0
I0009598,T001824,P038,1,51.99,0.0
I0009599,T001824,P006,1,21.99,0.0
I0009600,T001825,P033,1,64.99,0.0
I0009601,T001826,P009,1,32.99,0.0
I0009602,T001826,P035,1,14.99,0.0
I0009603,T001826,P021,1,47.99,0.0
I0009604,T001827,P048,1,39.99,0.0
I0009605,T001828,P027,2,99.99,0.0
I0009606,T001828,P005,1,52.99,0.0
I0009607,T001828,P012,1,54.99,0.0
I0009608,T001828,P037,1,62.99,0.0
I0009609,T001828,P031,1,41.99,0.0
I0009610,T001828,P009,1,32.99,0.0
I0009611,T001828,P035,1,14.99,0.0
I0009612,T001828,P008,1,17.99,0.0
I0009613,T001829,P010,1,16.99,0.0
I0009614,T001829,P008,1,17.99,0.0
I0009615,T001829,P027,1,99.99,0.0
I0009616,T001829,P009,1,32.99,0.0
I0009617,T001829,P001,2,39.99,0.0
I0009618,T001830,P016,1,32.99,0.0
I0009619,T001830,P019,1,94.99,0.0
I0009620,T001831,P009,1,32.99,0.0
I0009621,T001831,P043,1,59.99,0.0
I0009622,T001831,P046,1,64.99,0.0
I0009623,T001832,P008,1,17.99,0.0
I0009624,T001832,P047,1,149.99,0.0
I0009625,T001832,P011,1,109.99,0.0
I0009626,T001832,P024,1,32.99,0.0
I0009627,T001832,P005,1,52.99,0.0
I0009628,T001833,P021,1,47.99,0.0
I0009629,T001833,P031,1,41.99,0.0
I0009630,T001833,P007,1,18.99,0.0
I0009631,T001834,P034,1,21.99,0.0
I0009632,T001834,P023,1,22.99,0.0
I0009633,T001834,P006,1,21.99,0.0
I0009634,T001835,P001,1,39.99,0.0
I0009635,T001835,P033,1,64.99,0.0
I0009636,T001836,P031,1,41.99,0.0
I0009637,T001836,P047,1,149.99,0.0
I0009638,T001836,P033,1,64.99,0.0
I0009639,T001836,P026,1,94.99,0.0
I0009640,T001836,P002,1,37.99,0.0
I0009641,T001836,P003,1,74.99,0.0
I0009642,T001836,P030,1,139.99,0.0
I0009643,T001836,P007,1,18.99,0.0
I0009644,T001836,P015,1,19.99,0.0
I0009645,T001836,P048,1,39.99,0.0
I0009646,T001837,P009,1,32.99,0.0
I0009647,T001837,P021,1,47.99,0.0
I0009648,T001837,P015,1,19.99,0.0
I0009649,T001837,P024,1,32.99,0.0
I0009650,T001837,P028,1,56.99,0.0
