transaction_id,store_id,customer_id,transaction_date,payment_method
T001894,S037,C01202,2024-04-26 17:10:00,SnapScan
T001895,S043,,2024-04-26 14:40:00,EFT
T001896,S044,C01313,2024-04-26 17:27:00,Cash
T001897,S002,C02889,2024-04-27 14:48:00,Cash
T001898,S003,,2024-04-27 14:45:00,Card
T001899,S004,C02936,2024-04-27 15:25:00,Cash
T001900,S006,C01760,2024-04-27 18:22:00,Card
T001901,S007,,2024-04-27 14:38:00,Card
T001902,S008,C01490,2024-04-27 17:05:00,Card
T001903,S009,C01655,2024-04-27 17:20:00,Card
T001904,S010,C02625,2024-04-27 12:51:00,SnapScan
T001905,S011,C01484,2024-04-27 13:56:00,Cash
T001906,S012,C00741,2024-04-27 20:01:00,EFT
T001907,S014,,2024-04-27 19:13:00,Card
T001908,S015,C02925,2024-04-27 16:42:00,Cash
T001909,S016,,2024-04-27 17:38:00,EFT
T001910,S017,,2024-04-27 17:44:00,Card
T001911,S021,,2024-04-27 09:36:00,Cash
T001912,S022,C02581,2024-04-27 20:29:00,Card
T001913,S023,C01798,2024-04-27 18:05:00,Card
T001914,S024,C01853,2024-04-27 17:08:00,Card
T001915,S025,C02783,2024-04-27 18:21:00,Cash
T001916,S028,,2024-04-27 20:05:00,Card
T001917,S029,,2024-04-27 10:35:00,Card
T001918,S035,,2024-04-27 13:56:00,Cash
T001919,S036,C00912,2024-04-27 14:35:00,Cash
T001920,S038,,2024-04-27 19:45:00,Card
T001921,S039,C01538,2024-04-27 14:11:00,Card
T001922,S042,C00417,2024-04-27 11:05:00,Cash
T001923,S043,C02351,2024-04-27 11:18:00,Card
T001924,S044,,2024-04-27 15:53:00,Cash
T001925,S045,C01673,2024-04-27 14:13:00,Card
T001926,S002,C01248,2024-04-28 16:51:00,Card
T001927,S003,,2024-04-28 14:23:00,Cash
T001928,S004,,2024-04-28 14:34:00,Card
T001929,S005,C01857,2024-04-28 16:25:00,Card
T001930,S006,C02620,2024-04-28 15:23:00,Cash
T001931,S007,C00441,2024-04-28 15:36:00,Card
T001932,S007,C02828,2024-04-28 15:03:00,Card
T001933,S009,,2024-04-28 16:26:00,Card
T001934,S010,,2024-04-28 15:31:00,Card
T001935,S011,C01517,2024-04-28 12:17:00,Card
T001936,S012,C02283,2024-04-28 15:46:00,Card
T001937,S013,C00506,2024-04-28 15:46:00,Cash
T001938,S015,C02767,2024-04-28 18:52:00,Card
T001939,S017,C01730,2024-04-28 17:32:00,Card
T001940,S018,C01338,2024-04-28 17:56:00,Card
T001941,S021,C00336,2024-04-28 15:34:00,Card
T001942,S022,C02450,2024-04-28 16:24:00,Cash
T001943,S025,C01307,2024-04-28 17:24:00,Card
T001944,S033,,2024-04-28 10:37:00,Card
T001945,S035,,2024-04-28 13:52:00,Card
T001946,S038,C01744,2024-04-28 19:24:00,Card
T001947,S040,,2024-04-28 10:06:00,Card
T001948,S041,C01915,2024-04-28 08:16:00,Card
T001949,S042,,2024-04-28 15:29:00,Cash
T001950,S043,,2024-04-28 12:01:00,Cash
T001951,S045,,2024-04-28 15:08:00,Card
T001952,S003,,2024-04-29 14:20:00,Cash
T001953,S004,C00938,2024-04-29 13:15:00,Card
T001954,S005,C01921,2024-04-29 14:16:00,Cash
T001955,S006,C01848,2024-04-29 12:31:00,Cash
T001956,S007,,2024-04-29 18:42:00,Cash
T001957,S009,,2024-04-29 18:37:00,Card
T001958,S010,C02299,2024-04-29 18:40:00,Card
T001959,S011,,2024-04-29 20:50:00,Card
T001960,S012,C01345,2024-04-29 16:26:00,EFT
T001961,S013,C01299,2024-04-29 12:56:00,Card
T001962,S016,,2024-04-29 18:02:00,Card
T001963,S017,,2024-04-29 16:23:00,Card
T001964,S021,C01770,2024-04-29 14:48:00,Card
T001965,S023,C01602,2024-04-29 12:20:00,Cash
T001966,S024,,2024-04-29 14:48:00,Card
T001967,S025,C01200,2024-04-29 19:12:00,Card
T001968,S028,C00865,2024-04-29 20:11:00,Card
T001969,S029,C01667,2024-04-29 14:46:00,SnapScan
T001970,S035,C01863,2024-04-29 15:24:00,Cash
T001971,S044,C01770,2024-04-29 14:13:00,EFT
T001972,S003,C01679,2024-04-30 12:51:00,Card
T001973,S005,C01438,2024-04-30 13:10:00,Cash
T001974,S006,,2024-04-30 10:48:00,Cash
T001975,S007,C00719,2024-04-30 14:14:00,SnapScan
T001976,S008,,2024-04-30 12:03:00,Card
T001977,S011,C01650,2024-04-30 19:36:00,Card
T001978,S013,,2024-04-30 17:42:00,Cash
T001979,S017,C02682,2024-04-30 10:28:00,Card
T001980,S020,C00532,2024-04-30 15:01:00,Cash
T001981,S022,,2024-04-30 19:05:00,EFT
T001982,S024,C02868,2024-04-30 15:12:00,SnapScan
T001983,S025,C01920,2024-04-30 14:29:00,EFT
T001984,S026,C02572,2024-04-30 15:52:00,EFT
T001985,S027,C00517,2024-04-30 17:51:00,Card
T001986,S033,C01104,2024-04-30 14:07:00,Card
T001987,S035,,2024-04-30 16:30:00,Card
T001988,S036,C00378,2024-04-30 19:27:00,EFT
T001989,S037,C01721,2024-04-30 20:37:00,Cash
T001990,S041,C00919,2024-04-30 09:08:00,Card
T001991,S044,C00153,2024-04-30 15:06:00,Cash
T001992,S006,C01995,2024-05-01 18:34:00,Card
T001993,S007,C01089,2024-05-01 15:16:00,Card
T001994,S008,C01573,2024-05-01 20:53:00,Cash
T001995,S010,,2024-05-01 16:26:00,Cash
T001996,S013,C01868,2024-05-01 19:51:00,Card
T001997,S016,C00288,2024-05-01 14:01:00,Card
T001998,S020,,2024-05-01 10:01:00,SnapScan
T001999,S025,,2024-05-01 16:19:00,Card
T002000,S029,,2024-05-01 17:45:00,Card
T002001,S031,C00272,2024-05-01 12:59:00,Card
T002002,S035,,2024-05-01 17:36:00,EFT
T002003,S037,C00933,2024-05-01 11:19:00,Cash
T002004,S042,,2024-05-01 17:02:00,Card
T002005,S002,,2024-05-02 20:02:00,EFT
T002006,S009,C02559,2024-05-02 14:20:00,Card
T002007,S010,,2024-05-02 10:53:00,Card
T002008,S011,C00638,2024-05-02 12:55:00,Card
T002009,S012,C02543,2024-05-02 11:21:00,Card
T002010,S013,,2024-05-02 10:12:00,Card
T002011,S015,,2024-05-02 12:47:00,SnapScan
T002012,S016,,2024-05-02 10:55:00,Cash
T002013,S019,,2024-05-02 14:11:00,Cash
T002014,S021,,2024-05-02 16:38:00,Card
T002015,S023,,2024-05-02 17:58:00,Cash
T002016,S024,C01497,2024-05-02 19:24:00,Card
T002017,S025,C01923,2024-05-02 17:17:00,Cash
T002018,S034,C00674,2024-05-02 11:41:00,Cash
T002019,S035,,2024-05-02 15:46:00,Card
T002020,S037,C00003,2024-05-02 20:05:00,Cash
T002021,S040,C01006,2024-05-02 18:38:00,EFT
T002022,S004,,2024-05-03 09:29:00,Cash
T002023,S005,,2024-05-03 20:23:00,EFT
T002024,S007,C02521,2024-05-03 16:23:00,Cash
T002025,S008,,2024-05-03 17:11:00,Card
T002026,S011,,2024-05-03 14:57:00,Cash
T002027,S017,C02408,2024-05-03 18:44:00,Card
T002028,S019,C00106,2024-05-03 14:54:00,Card
T002029,S021,C00127,2024-05-03 20:04:00,Card
T002030,S022,C00722,2024-05-03 14:56:00,Card
T002031,S023,C01721,2024-05-03 15:01:00,Card
T002032,S025,C02766,2024-05-03 10:11:00,Cash
T002033,S031,C00188,2024-05-03 20:57:00,EFT
T002034,S033,C01908,2024-05-03 10:52:00,Cash
T002035,S035,C02451,2024-05-03 13:05:00,Card
T002036,S036,,2024-05-03 13:06:00,Card
T002037,S037,C00777,2024-05-03 14:34:00,EFT
T002038,S001,C00486,2024-05-04 14:42:00,Cash
T002039,S003,C02072,2024-05-04 15:39:00,Cash
T002040,S005,C01792,2024-05-04 17:58:00,Cash
T002041,S006,,2024-05-04 17:57:00,Card
T002042,S007,,2024-05-04 12:44:00,Cash
T002043,S009,,2024-05-04 17:25:00,Cash
T002044,S010,,2024-05-04 15:33:00,SnapScan
T002045,S011,C02646,2024-05-04 16:38:00,Card
T002046,S012,C01151,2024-05-04 17:52:00,Cash
T002047,S013,C02116,2024-05-04 15:40:00,EFT
T002048,S015,C01803,2024-05-04 09:52:00,Card
T002049,S018,C02572,2024-05-04 15:43:00,Card
T002050,S019,,2024-05-04 16:42:00,Cash
T002051,S025,C00567,2024-05-04 19:19:00,Cash
T002052,S026,,2024-05-04 14:55:00,EFT
T002053,S029,,2024-05-04 14:15:00,SnapScan
T002054,S032,C01784,2024-05-04 13:24:00,Card
T002055,S035,,2024-05-04 10:27:00,Card
T002056,S036,,2024-05-04 11:23:00,Card
T002057,S038,,2024-05-04 10:53:00,Card
T002058,S040,C00962,2024-05-04 20:49:00,SnapScan
T002059,S044,,2024-05-04 13:18:00,Card
T002060,S003,,2024-05-05 09:15:00,Cash
T002061,S004,,2024-05-05 16:59:00,EFT
T002062,S006,,2024-05-05 12:19:00,Card
T002063,S007,C02179,2024-05-05 19:39:00,Card
T002064,S008,C02497,2024-05-05 18:57:00,Card
T002065,S009,,2024-05-05 12:55:00,Card
T002066,S010,C01270,2024-05-05 15:52:00,Card
T002067,S011,C02660,2024-05-05 16:42:00,Cash
T002068,S012,C01648,2024-05-05 13:59:00,Card
T002069,S015,,2024-05-05 17:11:00,Cash
T002070,S020,C01050,2024-05-05 12:43:00,Cash
T002071,S023,C01253,2024-05-05 19:20:00,EFT
T002072,S024,C00320,2024-05-05 14:53:00,Card
T002073,S025,,2024-05-05 15:38:00,Cash
T002074,S028,,2024-05-05 17:17:00,Card
T002075,S033,,2024-05-05 13:25:00,Card
T002076,S038,C02428,2024-05-05 14:27:00,Card
T002077,S039,C01145,2024-05-05 17:49:00,Card
T002078,S042,C00279,2024-05-05 14:15:00,Card
T002079,S043,,2024-05-05 14:32:00,Card
T002080,S002,,2024-05-06 18:29:00,Card
T002081,S007,C02340,2024-05-06 17:20:00,Cash
T002082,S010,C01274,2024-05-06 15:37:00,Card
T002083,S011,C01199,2024-05-06 18:29:00,Card
T002084,S015,C02999,2024-05-06 14:13:00,Card
T002085,S026,C00035,2024-05-06 12:39:00,Card
T002086,S028,,2024-05-06 19:21:00,EFT
T002087,S035,,2024-05-06 20:47:00,Card
T002088,S044,,2024-05-06 13:06:00,Cash
T002089,S045,,2024-05-06 19:44:00,Card
T002090,S002,,2024-05-07 18:00:00,Cash
T002091,S004,,2024-05-07 12:16:00,Card
T002092,S005,C00711,2024-05-07 15:43:00,Card
T002093,S007,,2024-05-07 12:59:00,Card
T002094,S015,C02872,2024-05-07 18:31:00,Cash
T002095,S018,C01751,2024-05-07 18:35:00,Cash
T002096,S022,,2024-05-07 15:45:00,Card
T002097,S027,C01829,2024-05-07 14:46:00,Card
T002098,S031,C01320,2024-05-07 10:01:00,Cash
T002099,S032,C01133,2024-05-07 15:55:00,Card
T002100,S035,C00274,2024-05-07 11:48:00,Card
T002101,S037,,2024-05-07 16:39:00,Card
T002102,S044,C01532,2024-05-07 12:22:00,Cash
T002103,S001,C02875,2024-05-08 13:09:00,Card
T002104,S002,C02453,2024-05-08 13:02:00,Cash
T002105,S006,,2024-05-08 11:53:00,Card
T002106,S009,C01990,2024-05-08 20:55:00,Card
T002107,S012,,2024-05-08 15:56:00,EFT
T002108,S013,,2024-05-08 12:20:00,Cash
T002109,S015,C01064,2024-05-08 19:09:00,Card
T002110,S022,,2024-05-08 14:28:00,Card
T002111,S025,,2024-05-08 16:59:00,EFT
T002112,S026,,2024-05-08 14:34:00,Card
T002113,S035,,2024-05-08 14:35:00,Cash
T002114,S039,C01054,2024-05-08 14:14:00,SnapScan
T002115,S041,,2024-05-08 17:59:00,Cash
T002116,S003,,2024-05-09 16:08:00,EFT
T002117,S007,C01320,2024-05-09 18:27:00,Card
T002118,S009,,2024-05-09 15:38:00,SnapScan
T002119,S012,,2024-05-09 15:12:00,Card
T002120,S013,C02185,2024-05-09 16:31:00,Cash
T002121,S020,C02921,2024-05-09 18:28:00,Card
T002122,S024,,2024-05-09 14:53:00,EFT
T002123,S026,,2024-05-09 17:25:00,EFT
T002124,S029,C02891,2024-05-09 16:25:00,Card
T002125,S030,C02209,2024-05-09 15:28:00,Card
T002126,S032,C00186,2024-05-09 16:44:00,Card
T002127,S034,C01880,2024-05-09 15:14:00,SnapScan
T002128,S035,C02018,2024-05-09 14:26:00,Card
T002129,S040,C02484,2024-05-09 13:35:00,Card
T002130,S045,,2024-05-09 14:15:00,Card
T002131,S001,C02027,2024-05-10 15:23:00,Card
T002132,S006,C01296,2024-05-10 15:14:00,Cash
T002133,S007,,2024-05-10 16:46:00,Cash
T002134,S010,C01945,2024-05-10 13:47:00,Cash
T002135,S016,C02073,2024-05-10 20:03:00,Cash
T002136,S020,,2024-05-10 13:11:00,Card
T002137,S021,C02918,2024-05-10 10:31:00,Card
T002138,S025,,2024-05-10 16:31:00,Cash
T002139,S026,,2024-05-10 16:17:00,Cash
T002140,S031,C02484,2024-05-10 18:34:00,Cash
T002141,S033,C02871,2024-05-10 12:17:00,Cash
T002142,S035,,2024-05-10 14:29:00,EFT
T002143,S044,,2024-05-10 18:59:00,Card
T002144,S002,,2024-05-11 14:33:00,Card
T002145,S009,C00993,2024-05-11 16:53:00,SnapScan
T002146,S010,C02524,2024-05-11 11:50:00,Card
T002147,S011,,2024-05-11 11:39:00,Card
T002148,S015,,2024-05-11 16:04:00,Card
T002149,S018,C01501,2024-05-11 13:37:00,Cash
T002150,S020,C02421,2024-05-11 19:53:00,Card
T002151,S023,C02703,2024-05-11 14:56:00,Card
T002152,S025,,2024-05-11 14:45:00,Card
T002153,S026,,2024-05-11 16:34:00,Cash
T002154,S027,C02724,2024-05-11 13:39:00,Card
T002155,S029,C01500,2024-05-11 12:33:00,Card
T002156,S030,C00251,2024-05-11 09:54:00,Cash
T002157,S032,,2024-05-11 14:36:00,Cash
T002158,S033,,2024-05-11 13:38:00,SnapScan
T002159,S035,,2024-05-11 18:20:00,Card
T002160,S036,C02060,2024-05-11 09:13:00,Cash
T002161,S039,,2024-05-11 15:38:00,Cash
T002162,S042,C00609,2024-05-11 13:00:00,Card
T002163,S044,,2024-05-11 15:31:00,SnapScan
T002164,S045,,2024-05-11 11:47:00,Cash
T002165,S004,C02449,2024-05-12 14:50:00,Card
T002166,S005,C02770,2024-05-12 14:41:00,Cash
T002167,S007,,2024-05-12 16:39:00,Card
T002168,S009,C01513,2024-05-12 11:19:00,Cash
T002169,S010,C02798,2024-05-12 19:30:00,EFT
T002170,S011,,2024-05-12 17:40:00,Card
T002171,S014,,2024-05-12 10:38:00,Cash
T002172,S015,C02898,2024-05-12 14:02:00,Card
T002173,S016,,2024-05-12 14:11:00,Card
T002174,S017,,2024-05-12 16:30:00,Cash
T002175,S019,C01798,2024-05-12 13:35:00,Card
T002176,S023,,2024-05-12 13:49:00,EFT
T002177,S024,,2024-05-12 13:53:00,Card
T002178,S025,C02731,2024-05-12 10:28:00,Card
T002179,S031,C00567,2024-05-12 16:39:00,Card
T002180,S034,C00932,2024-05-12 15:52:00,Card
T002181,S036,,2024-05-12 17:58:00,Card
T002182,S042,C02414,2024-05-12 15:01:00,EFT
T002183,S044,C00163,2024-05-12 18:52:00,EFT
T002184,S045,,2024-05-12 09:17:00,Card
T002185,S002,C00335,2024-05-13 15:21:00,Card
T002186,S004,,2024-05-13 17:06:00,Card
T002187,S007,,2024-05-13 11:30:00,EFT
T002188,S008,,2024-05-13 18:29:00,Card
T002189,S010,C02799,2024-05-13 18:42:00,Cash
T002190,S019,C01087,2024-05-13 15:39:00,Card
T002191,S020,C01816,2024-05-13 19:03:00,Cash
T002192,S025,,2024-05-13 14:46:00,Card
T002193,S026,C02470,2024-05-13 13:34:00,Cash
T002194,S027,C00336,2024-05-13 11:24:00,Card
T002195,S033,C01793,2024-05-13 10:52:00,Card
T002196,S035,C01477,2024-05-13 13:53:00,Card
T002197,S038,C00567,2024-05-13 15:54:00,Card
T002198,S042,,2024-05-13 19:58:00,Card
T002199,S043,C00996,2024-05-13 10:31:00,EFT
T002200,S002,,2024-05-14 08:10:00,Card
T002201,S006,C00816,2024-05-14 15:30:00,Card
T002202,S007,,2024-05-14 13:33:00,Cash
T002203,S008,,2024-05-14 12:28:00,Card
T002204,S009,C02918,2024-05-14 19:28:00,Cash
T002205,S010,C00053,2024-05-14 13:01:00,Card
T002206,S011,C00964,2024-05-14 18:52:00,Cash
T002207,S012,,2024-05-14 18:18:00,Card
T002208,S013,C02180,2024-05-14 11:42:00,Card
T002209,S018,C00933,2024-05-14 18:09:00,Cash
T002210,S021,,2024-05-14 12:35:00,Card
T002211,S023,,2024-05-14 15:18:00,Cash
T002212,S024,,2024-05-14 20:16:00,Card
T002213,S025,C01984,2024-05-14 20:12:00,Card
T002214,S028,C02302,2024-05-14 15:51:00,Card
T002215,S032,C01356,2024-05-14 17:08:00,Card
T002216,S035,,2024-05-14 15:26:00,Card
T002217,S036,C00092,2024-05-14 12:59:00,Cash
T002218,S037,C02417,2024-05-14 14:20:00,Card
T002219,S045,C01857,2024-05-14 11:37:00,Card
T002220,S001,C01587,2024-05-15 18:52:00,Card
T002221,S002,C01192,2024-05-15 11:08:00,Cash
T002222,S010,C00206,2024-05-15 19:21:00,Card
T002223,S012,C00880,2024-05-15 13:30:00,Cash
T002224,S014,,2024-05-15 15:47:00,Card
T002225,S016,C02286,2024-05-15 12:15:00,Card
T002226,S020,C00576,2024-05-15 16:59:00,Card
T002227,S024,,2024-05-15 14:21:00,Card
T002228,S025,,2024-05-15 13:39:00,Card
T002229,S026,C00441,2024-05-15 14:55:00,Cash
T002230,S032,C02999,2024-05-15 15:10:00,Card
T002231,S033,,2024-05-15 17:42:00,Card
T002232,S037,,2024-05-15 09:18:00,EFT
T002233,S038,C00156,2024-05-15 09:46:00,Cash
T002234,S041,,2024-05-15 12:34:00,Card
T002235,S042,C00720,2024-05-15 09:12:00,Cash
T002236,S001,,2024-05-16 18:16:00,Card
T002237,S002,,2024-05-16 14:51:00,Card
T002238,S008,C02880,2024-05-16 19:13:00,Card
T002239,S009,,2024-05-16 15:02:00,Cash
T002240,S011,C01967,2024-05-16 17:47:00,Card
T002241,S013,C01496,2024-05-16 10:58:00,EFT
T002242,S019,C01150,2024-05-16 17:11:00,Card
T002243,S020,,2024-05-16 14:37:00,Card
T002244,S032,C00893,2024-05-16 15:10:00,Cash
T002245,S036,,2024-05-16 09:53:00,Cash
T002246,S038,,2024-05-16 15:04:00,Card
T002247,S039,,2024-05-16 18:11:00,Cash
T002248,S040,,2024-05-16 17:01:00,Card
T002249,S007,,2024-05-17 09:22:00,Card
T002250,S009,C01156,2024-05-17 17:13:00,Cash
T002251,S010,,2024-05-17 18:19:00,Card
T002252,S017,C00221,2024-05-17 12:21:00,Card
T002253,S020,C00653,2024-05-17 16:58:00,Card
T002254,S022,C00217,2024-05-17 14:53:00,EFT
T002255,S023,C00261,2024-05-17 15:02:00,Cash
T002256,S027,C01607,2024-05-17 18:14:00,Card
T002257,S028,,2024-05-17 13:43:00,Card
T002258,S035,,2024-05-17 11:55:00,Cash
T002259,S037,C02957,2024-05-17 17:49:00,Card
T002260,S042,,2024-05-17 15:51:00,Cash
T002261,S002,,2024-05-18 11:23:00,Card
T002262,S005,,2024-05-18 16:45:00,Card
T002263,S006,,2024-05-18 13:25:00,Card
T002264,S007,C00222,2024-05-18 13:44:00,Card
T002265,S010,C00226,2024-05-18 09:08:00,Card
T002266,S011,C02308,2024-05-18 11:47:00,Card
T002267,S014,,2024-05-18 08:45:00,Card
T002268,S016,,2024-05-18 15:38:00,Cash
T002269,S020,C02176,2024-05-18 19:47:00,Card
T002270,S026,,2024-05-18 13:39:00,Card
T002271,S027,,2024-05-18 11:47:00,EFT
T002272,S031,C02999,2024-05-18 16:42:00,Card
T002273,S035,C01705,2024-05-18 15:20:00,Cash
T002274,S036,,2024-05-18 13:31:00,Cash
T002275,S038,C02063,2024-05-18 15:28:00,Card
T002276,S039,,2024-05-18 14:05:00,Card
T002277,S040,,2024-05-18 11:01:00,SnapScan
T002278,S041,C02628,2024-05-18 14:58:00,Card
T002279,S043,C00461,2024-05-18 18:42:00,Cash
T002280,S044,,2024-05-18 10:00:00,Cash
T002281,S045,C02871,2024-05-18 15:29:00,Card
T002282,S001,,2024-05-19 14:39:00,Cash
T002283,S002,C01779,2024-05-19 09:20:00,Card
T002284,S004,C01910,2024-05-19 14:39:00,Cash
T002285,S007,C00026,2024-05-19 14:17:00,SnapScan
T002286,S009,C01775,2024-05-19 13:51:00,Card
T002287,S010,,2024-05-19 16:09:00,Cash
T002288,S011,C00783,2024-05-19 18:57:00,Card
T002289,S016,C00045,2024-05-19 12:59:00,Cash
T002290,S017,C01349,2024-05-19 16:40:00,Card
T002291,S021,C00692,2024-05-19 12:08:00,EFT
T002292,S026,C01570,2024-05-19 17:04:00,Card
T002293,S033,C02761,2024-05-19 16:32:00,Card
T002294,S035,C01699,2024-05-19 14:06:00,Cash
T002295,S036,C02951,2024-05-19 18:49:00,Cash
T002296,S037,C01947,2024-05-19 16:57:00,Cash
T002297,S042,C00047,2024-05-19 12:40:00,Card
T002298,S044,C01080,2024-05-19 13:26:00,Cash
T002299,S045,C02113,2024-05-19 15:07:00,Cash
T002300,S002,C00577,2024-05-20 12:32:00,Card
T002301,S009,,2024-05-20 10:32:00,EFT
T002302,S010,C02628,2024-05-20 13:40:00,Cash
T002303,S014,,2024-05-20 11:09:00,EFT
T002304,S015,C00462,2024-05-20 17:05:00,Card
T002305,S019,C02591,2024-05-20 17:12:00,Card
T002306,S025,,2024-05-20 12:49:00,Card
T002307,S026,,2024-05-20 10:39:00,Card
T002308,S043,C02469,2024-05-20 14:04:00,Card
T002309,S045,,2024-05-20 16:15:00,Card
T002310,S003,,2024-05-21 16:42:00,Card
T002311,S005,,2024-05-21 16:39:00,Card
T002312,S007,,2024-05-21 17:04:00,Cash
T002313,S009,C02980,2024-05-21 17:03:00,Card
T002314,S010,C02707,2024-05-21 11:05:00,Card
T002315,S011,,2024-05-21 12:24:00,Card
T002316,S012,C02286,2024-05-21 11:38:00,EFT
T002317,S016,C02810,2024-05-21 18:31:00,Cash
T002318,S034,C01784,2024-05-21 15:43:00,EFT
T002319,S036,C02176,2024-05-21 19:14:00,EFT
T002320,S006,,2024-05-22 14:18:00,Card
T002321,S007,,2024-05-22 18:03:00,Card
T002322,S009,C00673,2024-05-22 13:58:00,Cash
T002323,S010,,2024-05-22 15:33:00,Card
T002324,S022,,2024-05-22 17:35:00,Card
T002325,S025,C00719,2024-05-22 13:55:00,Card
T002326,S027,,2024-05-22 16:07:00,Cash
T002327,S032,C00611,2024-05-22 13:23:00,Card
T002328,S034,C01602,2024-05-22 14:09:00,Cash
T002329,S036,C00104,2024-05-22 09:45:00,Cash
T002330,S037,C02543,2024-05-22 11:53:00,Card
T002331,S038,C02790,2024-05-22 15:59:00,Cash
T002332,S043,,2024-05-22 11:13:00,Card
T002333,S045,,2024-05-22 20:18:00,Card
T002334,S002,,2024-05-23 17:21:00,Cash
T002335,S010,C00544,2024-05-23 11:23:00,Cash
T002336,S011,C01161,2024-05-23 19:55:00,Card
T002337,S013,,2024-05-23 13:56:00,Card
T002338,S015,C01180,2024-05-23 15:40:00,Card
T002339,S016,,2024-05-23 15:16:00,Cash
T002340,S020,,2024-05-23 13:10:00,Card
T002341,S021,C00604,2024-05-23 17:32:00,EFT
T002342,S025,C02955,2024-05-23 12:25:00,Card
T002343,S031,C01008,2024-05-23 15:31:00,Card
T002344,S032,,2024-05-23 10:14:00,Card
T002345,S037,C01393,2024-05-23 08:04:00,Card
T002346,S040,C02083,2024-05-23 13:20:00,Card
T002347,S042,C00742,2024-05-23 14:00:00,EFT
T002348,S002,C00793,2024-05-24 15:00:00,Cash
T002349,S004,C00348,2024-05-24 15:03:00,Card
T002350,S005,,2024-05-24 11:53:00,Card
T002351,S006,C02421,2024-05-24 16:15:00,Cash
T002352,S009,,2024-05-24 18:56:00,Card
T002353,S010,C01910,2024-05-24 11:18:00,Card
T002354,S014,C01638,2024-05-24 15:15:00,Card
T002355,S022,C01876,2024-05-24 14:49:00,SnapScan
T002356,S032,,2024-05-24 13:53:00,Card
T002357,S035,,2024-05-24 13:15:00,Cash
T002358,S038,C02739,2024-05-24 15:12:00,Card
T002359,S040,,2024-05-24 11:41:00,Cash
T002360,S002,,2024-05-25 13:03:00,SnapScan
T002361,S005,,2024-05-25 19:25:00,Card
T002362,S007,C02073,2024-05-25 11:19:00,Card
T002363,S007,C00077,2024-05-25 14:21:00,Cash
T002364,S008,C02435,2024-05-25 14:27:00,Card
T002365,S009,,2024-05-25 09:55:00,Card
T002366,S010,C01940,2024-05-25 19:57:00,Card
T002367,S011,,2024-05-25 08:45:00,Cash
T002368,S012,C01651,2024-05-25 14:58:00,Cash
T002369,S013,C01393,2024-05-25 13:16:00,Cash
T002370,S016,C02498,2024-05-25 11:43:00,Card
T002371,S018,C02995,2024-05-25 12:08:00,Card
T002372,S019,C02113,2024-05-25 18:32:00,Card
T002373,S022,C00391,2024-05-25 10:03:00,Cash
T002374,S023,,2024-05-25 18:56:00,Card
T002375,S025,,2024-05-25 19:04:00,Card
T002376,S028,,2024-05-25 16:28:00,Card
T002377,S029,,2024-05-25 15:22:00,EFT
T002378,S030,C00076,2024-05-25 17:39:00,Cash
T002379,S031,C00302,2024-05-25 14:24:00,Cash
T002380,S035,C01535,2024-05-25 15:18:00,EFT
T002381,S037,,2024-05-25 12:16:00,Card
T002382,S039,C02058,2024-05-25 15:01:00,Card
T002383,S041,C02046,2024-05-25 09:27:00,Card
T002384,S043,,2024-05-25 13:31:00,Card
T002385,S044,,2024-05-25 19:28:00,Card
T002386,S006,,2024-05-26 14:59:00,Cash
T002387,S007,C02530,2024-05-26 15:09:00,SnapScan
T002388,S008,C00901,2024-05-26 14:54:00,Cash
T002389,S009,C01531,2024-05-26 17:11:00,Card
T002390,S010,C01159,2024-05-26 12:33:00,Card
T002391,S011,C02123,2024-05-26 08:39:00,Card
T002392,S011,C00214,2024-05-26 14:43:00,Card
T002393,S014,C01904,2024-05-26 09:34:00,Card
T002394,S015,,2024-05-26 17:51:00,Card
T002395,S020,,2024-05-26 11:17:00,Card
T002396,S024,C02820,2024-05-26 15:24:00,Cash
T002397,S025,C01995,2024-05-26 15:35:00,Cash
T002398,S026,,2024-05-26 20:59:00,Card
T002399,S029,C02191,2024-05-26 15:46:00,Cash
T002400,S032,,2024-05-26 11:29:00,Cash
T002401,S033,,2024-05-26 17:38:00,Card
T002402,S034,C02374,2024-05-26 18:24:00,Card
T002403,S035,C00503,2024-05-26 15:01:00,Card
T002404,S036,C00468,2024-05-26 15:21:00,Card
T002405,S037,,2024-05-26 12:00:00,Card
T002406,S038,,2024-05-26 15:32:00,Card
T002407,S039,C00310,2024-05-26 14:59:00,Cash
T002408,S041,,2024-05-26 19:53:00,Card
T002409,S042,,2024-05-26 15:45:00,Card
T002410,S044,C00735,2024-05-26 18:01:00,Card
T002411,S045,C02364,2024-05-26 19:14:00,Card
T002412,S001,C02972,2024-05-27 17:21:00,EFT
T002413,S004,C01883,2024-05-27 14:28:00,Card
T002414,S007,C02328,2024-05-27 14:20:00,Cash
T002415,S008,,2024-05-27 11:13:00,Cash
T002416,S009,C02646,2024-05-27 09:10:00,Card
T002417,S010,C01375,2024-05-27 18:58:00,EFT
T002418,S011,,2024-05-27 15:44:00,Cash
T002419,S014,,2024-05-27 19:41:00,Cash
T002420,S018,C00420,2024-05-27 17:57:00,Cash
T002421,S020,C02476,2024-05-27 17:20:00,Cash
T002422,S021,C02861,2024-05-27 15:24:00,Card
T002423,S023,C02666,2024-05-27 09:08:00,Card
T002424,S025,C00866,2024-05-27 16:52:00,Card
T002425,S026,,2024-05-27 18:01:00,Cash
